id,submitter,authors,title,comments,journal-ref,doi,abstract,report-no,categories,versions
1704.06050,Hisakazu Uchiyama,"Hisakazu Uchiyama (1), Jun Toshikawa (2), Nobunari Kashikawa (1 and
  2), Roderik Overzier (3), Yi-Kuan Chiang (4), Murilo Marinello (3), Masayuki
  Tanaka (2), Yuu Niino (2), Shogo Ishikawa (1), Masafusa Onoue (1), Kohei
  Ichikawa (2 and 5 and 6), Masayuki Akiyama (7), Jean Coupon (8), Yuichi
  Harikane (9 and 10), Masatoshi Imanishi (1 and 2), Tadayuki Kodama (1 and 2),
  Yutaka Komiyama (1 and 2), Chien-Hsiu Lee (11), Yen-Ting Lin (12), Satoshi
  Miyazaki (1 and 2), Tohru Nagao (13), Atushi J. Nishizawa (14), Yoshiaki Ono
  (9), Masami Ouchi (9 and 15), Shiang-Yu Wang (12) ((1) SOKENDAI, Japan, (2)
  NAOJ, Japan, (3) Observatorio Nacional, Brazil, (4) Johns Hopkins University,
  USA, (5) Columbia University, USA, (6) University of Texas, USA, (7) Tohoku
  University, Japan, (8) University of Geneva, Switzerland, (9) Institute for
  Cosmic Ray Research, The University of Tokyo, Japan, (10) Graduate School of
  Science, The University of Tokyo, Japan, (11) NAOJ, USA, (12) ASSIA, Taiwan,
  (13) Ehime University, Japan, (14) Nagoya University, Japan, (15) IPMU,
  Japan)","Luminous Quasars Do Not Live in the Most Overdense Regions of Galaxies
  at z~4","15 pages, 11 figures, accepted for publication in PASJ special issue",,10.1093/pasj/psx112,"  We present the cross-correlation between 151 luminous quasars ($M_{
\mathrm{UV}} < -26$) and 179 protocluster candidates at $z \sim 3.8$, extracted
from the Wide imaging survey ($ \sim 121~ $deg$^2$) performed with a part of
the Hyper Suprime-Cam Subaru Strategic Program (HSC-SSP). We find that only two
out of 151 quasars reside in regions that are more overdense compared to the
average field at $ > 4 \sigma $. The distributions of the distance between
quasars and the nearest protoclusters and the significance of the overdensity
at the position of quasars are statistically identical to those found for
$g$-dropout galaxies, suggesting that quasars tend to reside in almost the same
environment as star-forming galaxies at this redshift. Using stacking analysis,
we find that the average density of $g$-dropout galaxies around quasars is
slightly higher than that around $g$-dropout galaxies on $1.0 - 2.5$ pMpc
scales, while at $ < 0.5$ pMpc that around quasars tends to be lower. We also
find that quasars with higher UV-luminosity or with more massive black holes
tend to avoid the most overdense regions, and that the quasar near zone sizes
are anti-correlated with overdensity. These findings are consistent with a
scenario in which the luminous quasar at $z \sim4 $ resides in structures that
are less massive than those expected for the progenitors of today's rich
clusters of galaxies, and possibly that luminous quasars may be suppressing
star formation in their close vicinity.
",,['astro-ph.GA'],"['v1', 'v2']"
1701.07253,Jean-Luc Marichal,"Miguel Couceiro, Jimmy Devillet, Jean-Luc Marichal",Characterizations of idempotent discrete uninorms,,Fuzzy Sets and Systems 334 (2018) 60-72,10.1016/j.fss.2017.06.013,"  In this paper we provide an axiomatic characterization of the idempotent
discrete uninorms by means of three conditions only: conservativeness,
symmetry, and nondecreasing monotonicity. We also provide an alternative
characterization involving the bisymmetry property. Finally, we provide a
graphical characterization of these operations in terms of their contour plots,
and we mention a few open questions for further research.
",,['math.RA cs.DM'],"['v1', 'v2']"
1601.02565,M\'arcio Cavalcante,M\'arcio Cavalcante,"The initial-boundary value problem for some quadratic nonlinear
  Schr\""odinger equations on the half-line","28 pages, revised version, referee suggestions, will appear in
  Differential and Integral Equations",,,"  We prove local well-posedness for the initial-boundary-value problem
associated to some quadratic nonlinear Schr\""odinger equations on the
half-line. The results are obtained in the low regularity setting by
introducing an analytic family of boundary forcing operators, following the
ideas developed by Colliander, Kenig and Holmer.
",,['math.AP'],"['v1', 'v2']"
1602.03986,Claus Scheiderer,Claus Scheiderer,An observation on positive definite forms,,,,"  Given two positive definite forms $f,\,g\in\mathbb{R}[x_1,\dots,x_n]$, we
prove that $fg^r$ lies in the interior of the sums of squares cone for large
$r$.
",,['math.AG'],['v1']
hep-ph/0212245,K. S. Babu,"K.S. Babu, Ilia Gogoladze and Kai Wang (Oklahoma State University)","Natural R-Parity, \mu-term, and Fermion Mass Hierarchy From Discrete
  Gauge Symmetries","22 pages, LaTeX",Nucl.Phys. B660 (2003) 322-342,10.1016/S0550-3213(03)00258-X,"  In the minimal supersymmetric Standard Model with seesaw neutrino masses we
show how R-parity can emerge naturally as a discrete gauge symmetry. The same
discrete symmetry explains the smallness of the \mu-term (the Higgsino mass
parameter) via the Giudice--Masiero mechanism. The discrete gauge anomalies are
cancelled by a discrete version of the Green--Schwarz mechanism. The simplest
symmetry group is found to be Z_4 with a charge assignment that is compatible
with grand unification. Several other Z_N gauge symmetries are found for
N=10,12,18,36 etc, with some models employing discrete anomaly cancellation at
higher Kac-Moody levels. Allowing for a flavor structure in Z_N, we show that
the same gauge symmetry can also explain the observed hierarchy in the fermion
masses and mixings.
",OSU-HEP-02-17,['hep-ph'],['v1']
1308.0602,Stephen Feeney,"Stephen M. Feeney, Domenico Marinucci, Jason D. McEwen, Hiranya V.
  Peiris, Benjamin D. Wandelt and Valentina Cammarota",Sparse Inpainting and Isotropy,"18 pages, 6 figures. v3: matches version published in JCAP;
  formatting changes and single typo correction only. Code available from
  http://zuserver2.star.ucl.ac.uk/~smf/code.html",JCAP01(2014)050,10.1088/1475-7516/2014/01/050,"  Sparse inpainting techniques are gaining in popularity as a tool for
cosmological data analysis, in particular for handling data which present
masked regions and missing observations. We investigate here the relationship
between sparse inpainting techniques using the spherical harmonic basis as a
dictionary and the isotropy properties of cosmological maps, as for instance
those arising from cosmic microwave background (CMB) experiments. In
particular, we investigate the possibility that inpainted maps may exhibit
anisotropies in the behaviour of higher-order angular polyspectra. We provide
analytic computations and simulations of inpainted maps for a Gaussian
isotropic model of CMB data, suggesting that the resulting angular trispectrum
may exhibit small but non-negligible deviations from isotropy.
",NSF-KITP-13-146,['astro-ph.CO astro-ph.IM'],"['v1', 'v2', 'v3']"
1806.04072,Ahmet Yazar,"Ahmet Yazar and H\""useyin Arslan",Fairness-Aware Scheduling in Multi-Numerology Based 5G New Radio,"The extended and updated version of this work was published in
  EURASIP Journal on Wireless Communications and Networking (DOI:
  10.1186/s13638-019-1435-z)",,,"  Multi-numerology waveform based 5G New Radio (NR) systems offer great
flexibility for different requirements of users and services. Providing
fairness between users is not an easy task due to inter-numerology interference
(INI) between multiple numerologies. This paper proposes two novel scheduling
algorithms to provide fairness for all users, especially at the edges of
numerologies. Signal-to-noise ratio (SIR) results for multi-numerology systems
are obtained through computer simulations.
",,['eess.SP'],"['v1', 'v2']"
cond-mat/0208328,Kim Christensen,"Simone Avogadro di Collobiano, Kim Christensen, and Henrik Jeldtoft
  Jensen",The Tangled Nature model as an evolving quasi-species model,"Paper submitted to Journal of Physics A. 13 pages, 4 figures",,10.1088/0305-4470/36/4/302,"  We show that the Tangled Nature model can be interpreted as a general
formulation of the quasi-species model by Eigen et al. in a frequency dependent
fitness landscape. We present a detailed theoretical derivation of the mutation
threshold, consistent with the simulation results, that provides a valuable
insight into how the microscopic dynamics of the model determine the observed
macroscopic phenomena published previously. The dynamics of the Tangled Nature
model is defined on the microevolutionary time scale via reproduction, with
heredity, variation, and natural selection. Each organism reproduces with a
rate that is linked to the individuals' genetic sequence and depends on the
composition of the population in genotype space. Thus the microevolutionary
dynamics of the fitness landscape is regulated by, and regulates, the evolution
of the species by means of the mutual interactions. At low mutation rate, the
macro evolutionary pattern mimics the fossil data: periods of stasis, where the
population is concentrated in a network of coexisting species, is interrupted
by bursts of activity. As the mutation rate increases, the duration and the
frequency of bursts increases. Eventually, when the mutation rate reaches a
certain threshold, the population is spread evenly throughout the genotype
space showing that natural selection only leads to multiple distinct species if
adaptation is allowed time to cause fixation.
",,['cond-mat.stat-mech cond-mat.soft q-bio'],"['v1', 'v2']"
1907.08793,Pedro Almagro-Blanco,"Pedro Almagro-Blanco, Fernando Sancho-Caparrini","Improving Skip-Gram based Graph Embeddings via Centrality-Weighted
  Sampling",,,,"  Network embedding techniques inspired by word2vec represent an effective
unsupervised relational learning model. Commonly, by means of a Skip-Gram
procedure, these techniques learn low dimensional vector representations of the
nodes in a graph by sampling node-context examples. Although many ways of
sampling the context of a node have been proposed, the effects of the way a
node is chosen have not been analyzed in depth. To fill this gap, we have
re-implemented the main four word2vec inspired graph embedding techniques under
the same framework and analyzed how different sampling distributions affects
embeddings performance when tested in node classification problems. We present
a set of experiments on different well known real data sets that show how the
use of popular centrality distributions in sampling leads to improvements,
obtaining speeds of up to 2 times in learning times and increasing accuracy in
all cases.
",,['cs.LG cs.SI stat.ML'],['v1']
1511.00193,El Hassan Essaky,Abdelkarem Berkaoui and El Hassan Essaky,"On backward stochastic differential equations driven by a family of
  It\^o's processes",,,,"  We propose to study a new type of Backward stochastic differential equations
driven by a family of It\^o's processes. We prove existence and uniqueness of
the solution, and investigate stability and comparison theorem.
",,['math.PR'],['v1']
2104.05971,Yongri Piao,"Yongri Piao, Xinxin Ji, Miao Zhang, Yukun Zhang",Learning Multi-modal Information for Robust Light Field Depth Estimation,,,,"  Light field data has been demonstrated to facilitate the depth estimation
task. Most learning-based methods estimate the depth infor-mation from EPI or
sub-aperture images, while less methods pay attention to the focal stack.
Existing learning-based depth estimation methods from the focal stack lead to
suboptimal performance because of the defocus blur. In this paper, we propose a
multi-modal learning method for robust light field depth estimation. We first
excavate the internal spatial correlation by designing a context reasoning unit
which separately extracts comprehensive contextual information from the focal
stack and RGB images. Then we integrate the contextual information by
exploiting a attention-guide cross-modal fusion module. Extensive experiments
demonstrate that our method achieves superior performance than existing
representative methods on two light field datasets. Moreover, visual results on
a mobile phone dataset show that our method can be widely used in daily life.
",,['cs.CV'],['v1']
